ID,Age,Education,Marital_Status,Income,Total_Spending,Total_Purchases,Recency,Total_Campaign_Accepted,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Customer_Segment
6001,35,Graduation,Married,56775.0,937,23,62,0,5,8,10,Regular / Moderate-Value Customers
5538,39,Graduation,Divorced,83829.0,1862,17,78,3,4,7,6,High-Value & Highly Engaged Customers
10552,35,2n Cycle,Married,54210.0,367,12,18,0,4,1,7,Low-Value / Low-Engagement Customers
1545,28,Graduation,Married,38508.0,443,14,95,0,7,2,5,Low-Value / Low-Engagement Customers
7409,44,Graduation,Together,53187.0,267,11,66,0,4,1,6,Regular / Moderate-Value Customers
4444,42,Graduation,Married,30023.0,61,5,28,0,2,0,3,Low-Value / Low-Engagement Customers
146,54,PhD,Single,76045.0,1323,20,78,1,4,5,11,High-Value & Highly Engaged Customers
6271,62,PhD,Married,50870.0,63,5,13,0,2,0,3,Regular / Moderate-Value Customers
10065,44,2n Cycle,Married,15315.0,64,6,27,0,2,0,4,Low-Value / Low-Engagement Customers
4741,40,2n Cycle,Married,65463.0,562,17,17,1,6,2,9,Regular / Moderate-Value Customers
246,49,Graduation,Married,66480.0,312,12,71,0,4,1,7,Regular / Moderate-Value Customers
375,60,Graduation,Divorced,76773.0,1156,15,79,0,2,2,11,High-Value & Highly Engaged Customers
1524,31,2n Cycle,Single,81698.0,1104,15,1,1,8,2,5,High-Value & Highly Engaged Customers
10022,41,PhD,Single,54466.0,16,3,78,0,1,0,2,Regular / Moderate-Value Customers
7451,54,Master,Single,98777.0,2008,19,23,1,4,6,9,High-Value & Highly Engaged Customers
11010,30,PhD,Single,16269.0,44,6,75,0,3,0,3,Low-Value / Low-Engagement Customers
4356,43,Graduation,Together,71819.0,1574,11,70,2,3,3,5,High-Value & Highly Engaged Customers
3885,31,PhD,Married,33569.0,63,4,10,1,1,1,2,Low-Value / Low-Engagement Customers
1175,31,Master,Married,36262.0,426,11,24,1,3,5,3,Low-Value / Low-Engagement Customers
880,48,Basic,Together,22634.0,96,5,47,0,2,1,2,Low-Value / Low-Engagement Customers
2320,36,2n Cycle,Married,47025.0,635,18,98,0,11,1,6,Regular / Moderate-Value Customers
850,46,Graduation,Single,70566.0,757,20,4,0,6,5,9,High-Value & Highly Engaged Customers
4713,35,PhD,Married,31605.0,125,7,15,0,2,1,4,Regular / Moderate-Value Customers
675,41,Master,Divorced,52034.0,332,11,67,0,4,2,5,Regular / Moderate-Value Customers
5025,35,Graduation,Single,48526.0,135,7,32,0,2,1,4,Low-Value / Low-Engagement Customers
2308,60,Graduation,Married,46734.0,330,12,40,0,6,1,5,Regular / Moderate-Value Customers
5995,52,Graduation,Divorced,39552.0,384,13,54,0,6,2,5,Regular / Moderate-Value Customers
6749,48,Graduation,Single,86358.0,1722,14,78,0,5,3,6,Regular / Moderate-Value Customers
1010,37,Graduation,Together,46931.0,78,5,94,0,1,1,3,Regular / Moderate-Value Customers
8977,29,Basic,Single,16581.0,24,3,51,0,0,0,3,Low-Value / Low-Engagement Customers
4756,62,2n Cycle,Divorced,63998.0,1168,24,42,0,7,6,11,High-Value & Highly Engaged Customers
3412,63,Master,Married,67381.0,957,13,67,1,2,2,9,Regular / Moderate-Value Customers
606,47,Graduation,Single,25930.0,15,3,87,0,1,0,2,Low-Value / Low-Engagement Customers
5961,36,Graduation,Married,42693.0,57,4,29,0,1,0,3,Low-Value / Low-Engagement Customers
2975,38,Graduation,Together,85606.0,1956,22,89,1,6,7,9,High-Value & Highly Engaged Customers
2894,29,Graduation,Single,72903.0,2013,20,74,3,7,5,8,High-Value & Highly Engaged Customers
7613,40,2n Cycle,Together,49669.0,326,12,97,0,5,1,6,Regular / Moderate-Value Customers
10542,46,PhD,Married,36778.0,77,6,63,0,3,0,3,Regular / Moderate-Value Customers
8015,52,PhD,Divorced,85696.0,1313,19,88,0,4,6,9,High-Value & Highly Engaged Customers
10617,25,Master,Divorced,10979.0,30,6,34,0,3,0,3,Low-Value / Low-Engagement Customers
11166,53,Graduation,Married,49678.0,315,12,81,0,6,2,4,Regular / Moderate-Value Customers
849,61,Master,Together,56129.0,660,18,65,0,6,2,10,Regular / Moderate-Value Customers
523,25,Graduation,Married,37155.0,74,6,51,0,2,0,4,Low-Value / Low-Engagement Customers
4066,36,2n Cycle,Divorced,21282.0,46,5,76,0,2,1,2,Low-Value / Low-Engagement Customers
8414,52,PhD,Single,33419.0,86,6,76,0,2,0,4,Regular / Moderate-Value Customers
819,69,Graduation,Widow,63285.0,1103,24,84,0,6,5,13,High-Value & Highly Engaged Customers
4961,40,Master,Together,21255.0,61,7,56,0,2,1,4,Regular / Moderate-Value Customers
749,33,Graduation,Together,42162.0,145,7,31,1,3,1,3,Regular / Moderate-Value Customers
5430,58,Graduation,Together,54450.0,684,19,0,0,9,2,8,Regular / Moderate-Value Customers
7755,60,PhD,Married,57744.0,411,14,91,0,9,1,4,Regular / Moderate-Value Customers
10525,28,Graduation,Single,26576.0,27,3,40,1,1,0,2,Low-Value / Low-Engagement Customers
1453,71,PhD,Widow,57513.0,1060,25,59,0,9,3,13,High-Value & Highly Engaged Customers
8310,50,Graduation,Together,68142.0,1459,21,96,0,10,4,7,High-Value & Highly Engaged Customers
10710,35,Graduation,Married,7500.0,18,3,61,0,1,0,2,Low-Value / Low-Engagement Customers
5031,40,Graduation,Together,83145.0,1833,25,14,1,5,9,11,High-Value & Highly Engaged Customers
2613,54,Master,Married,54197.0,237,10,16,0,1,3,6,Regular / Moderate-Value Customers
213,51,PhD,Single,23091.0,48,6,98,0,2,1,3,Regular / Moderate-Value Customers
967,38,Graduation,Married,46049.0,515,16,11,0,5,2,9,Regular / Moderate-Value Customers
1077,40,Graduation,Together,56715.0,1020,14,52,0,7,3,4,High-Value & Highly Engaged Customers
7959,53,Graduation,Married,79410.0,1370,10,19,0,3,2,5,High-Value & Highly Engaged Customers
640,63,Graduation,Married,57304.0,1026,23,61,0,7,6,10,High-Value & Highly Engaged Customers
4252,49,Graduation,Married,44375.0,301,11,73,0,4,1,6,Regular / Moderate-Value Customers
8432,58,Graduation,Together,54450.0,684,19,0,0,9,2,8,Regular / Moderate-Value Customers
6218,49,Graduation,Married,59594.0,499,16,74,1,8,1,7,Regular / Moderate-Value Customers
6905,20,Graduation,Together,80685.0,1004,20,55,0,6,4,10,High-Value & Highly Engaged Customers
5922,40,PhD,Married,40344.0,218,10,48,0,4,1,5,Regular / Moderate-Value Customers
3598,42,Graduation,Married,62710.0,606,18,53,0,4,2,12,Regular / Moderate-Value Customers
6116,46,2n Cycle,Married,48985.0,75,5,13,0,1,1,3,Low-Value / Low-Engagement Customers
6263,46,Graduation,Together,35322.0,106,6,34,0,2,0,4,Low-Value / Low-Engagement Customers
10486,66,Graduation,Married,77142.0,990,16,54,0,4,4,8,High-Value & Highly Engaged Customers
2410,45,Graduation,Single,81657.0,1097,15,69,0,3,4,8,High-Value & Highly Engaged Customers
193,18,Basic,Married,14421.0,16,3,81,1,1,0,2,Low-Value / Low-Engagement Customers
3363,40,2n Cycle,Married,20130.0,34,4,99,0,1,0,3,Low-Value / Low-Engagement Customers
8278,24,PhD,Married,74214.0,1711,15,3,0,8,2,5,High-Value & Highly Engaged Customers
10660,57,Master,Married,66726.0,438,14,61,1,8,2,4,Regular / Moderate-Value Customers
8686,35,Basic,Together,23724.0,75,5,65,0,2,0,3,Low-Value / Low-Engagement Customers
1604,54,Master,Married,47353.0,225,10,93,0,2,2,6,Regular / Moderate-Value Customers
5907,62,Master,Married,33444.0,18,3,24,0,1,0,2,Regular / Moderate-Value Customers
10669,33,Graduation,Married,54386.0,470,15,8,0,3,2,10,Regular / Moderate-Value Customers
2918,33,Graduation,Divorced,28510.0,91,6,72,0,2,0,4,Regular / Moderate-Value Customers
5735,23,Master,Single,90638.0,2525,17,29,1,3,4,10,High-Value & Highly Engaged Customers
359,64,Graduation,Together,48070.0,504,16,33,0,8,2,6,Regular / Moderate-Value Customers
8387,57,Graduation,Married,43140.0,235,10,68,0,4,1,5,Regular / Moderate-Value Customers
1829,53,PhD,Divorced,54959.0,1232,18,55,1,9,5,4,Regular / Moderate-Value Customers
3839,56,Basic,Single,15056.0,88,7,76,0,2,2,3,Low-Value / Low-Engagement Customers
9392,43,Graduation,Single,26954.0,17,3,17,0,1,0,2,Low-Value / Low-Engagement Customers
2292,29,Graduation,Single,22327.0,24,4,94,0,1,0,3,Low-Value / Low-Engagement Customers
10466,49,Graduation,Married,44393.0,60,5,86,0,1,0,4,Regular / Moderate-Value Customers
9855,62,PhD,Single,62000.0,1020,25,25,1,6,6,13,Regular / Moderate-Value Customers
4088,52,PhD,Together,31497.0,155,8,22,0,3,1,4,Regular / Moderate-Value Customers
5231,40,2n Cycle,Married,45894.0,51,4,15,0,1,0,3,Regular / Moderate-Value Customers
590,44,Master,Divorced,78579.0,1812,15,35,0,5,6,4,High-Value & Highly Engaged Customers
8732,45,Master,Widow,67369.0,1461,21,81,2,7,4,10,High-Value & Highly Engaged Customers
2315,54,Graduation,Divorced,58401.0,96,5,55,0,1,2,2,Low-Value / Low-Engagement Customers
3515,62,Graduation,Single,62307.0,160,8,94,0,4,0,4,Regular / Moderate-Value Customers
2245,45,Master,Married,43641.0,139,7,50,0,2,1,4,Regular / Moderate-Value Customers
6283,46,Master,Divorced,63841.0,908,21,64,0,9,3,9,Regular / Moderate-Value Customers
2246,49,2n Cycle,Married,46891.0,183,7,91,0,2,1,4,Low-Value / Low-Engagement Customers
6606,45,Master,Married,70091.0,1161,17,11,1,5,2,10,Regular / Moderate-Value Customers
5545,42,PhD,Married,78075.0,988,13,72,0,3,5,5,High-Value & Highly Engaged Customers
7342,53,2n Cycle,Widow,59184.0,1072,24,6,0,6,6,12,High-Value & Highly Engaged Customers
837,37,Graduation,Married,54809.0,174,8,0,0,2,1,5,Regular / Moderate-Value Customers
9500,55,Graduation,Married,58113.0,758,19,66,0,9,2,8,High-Value & Highly Engaged Customers
3602,56,Master,Married,51412.0,195,9,42,0,3,2,4,Regular / Moderate-Value Customers
234,35,Graduation,Divorced,15287.0,31,4,60,1,1,1,2,Low-Value / Low-Engagement Customers
2995,57,Master,Together,66636.0,1084,16,64,0,3,4,9,High-Value & Highly Engaged Customers
1118,58,Master,Married,50965.0,685,19,87,1,10,4,5,Regular / Moderate-Value Customers
7789,49,PhD,Married,84618.0,1672,25,96,1,6,9,10,High-Value & Highly Engaged Customers
3068,24,Graduation,Married,18351.0,43,5,1,0,2,0,3,Low-Value / Low-Engagement Customers
8955,57,PhD,Together,40451.0,49,4,54,1,1,1,2,Regular / Moderate-Value Customers
945,49,Graduation,Together,36317.0,133,7,53,0,3,0,4,Regular / Moderate-Value Customers
5644,57,Graduation,Together,42213.0,363,13,96,1,5,1,7,Regular / Moderate-Value Customers
7192,59,Graduation,Together,65748.0,545,16,58,0,2,4,10,High-Value & Highly Engaged Customers
2324,42,Graduation,Together,77044.0,1065,29,12,1,7,11,11,High-Value & Highly Engaged Customers
697,45,Graduation,Together,74918.0,2047,20,78,1,5,9,6,High-Value & Highly Engaged Customers
3439,42,Graduation,Married,56721.0,296,10,64,0,4,1,5,Regular / Moderate-Value Customers
1506,39,Graduation,Single,42160.0,140,7,26,0,2,1,4,Regular / Moderate-Value Customers
232,49,Graduation,Single,61559.0,530,16,8,0,4,2,10,Regular / Moderate-Value Customers
8876,51,PhD,Together,33629.0,152,8,49,0,3,1,4,Regular / Moderate-Value Customers
4500,23,PhD,Together,68682.0,1598,23,56,0,4,9,10,High-Value & Highly Engaged Customers
9739,51,Graduation,Single,34377.0,114,6,55,0,2,2,2,Regular / Moderate-Value Customers
10395,28,Basic,Single,8940.0,101,7,25,0,3,1,3,Low-Value / Low-Engagement Customers
1176,41,Graduation,Married,26228.0,25,3,50,0,1,0,2,Low-Value / Low-Engagement Customers
1627,57,2n Cycle,Divorced,77297.0,789,21,84,1,5,7,9,High-Value & Highly Engaged Customers
938,33,Graduation,Married,40211.0,87,5,30,1,2,1,2,Regular / Moderate-Value Customers
2740,56,PhD,Widow,33438.0,90,7,81,0,2,1,4,Regular / Moderate-Value Customers
257,55,PhD,Married,75032.0,1215,18,74,0,5,4,9,High-Value & Highly Engaged Customers
4058,59,PhD,Single,61284.0,811,21,76,1,11,2,8,High-Value & Highly Engaged Customers
7736,28,Graduation,Married,22518.0,61,5,36,1,2,1,2,Low-Value / Low-Engagement Customers
8210,39,Master,Married,54730.0,405,13,64,0,4,1,8,Regular / Moderate-Value Customers
833,59,Master,Married,38452.0,72,6,62,0,3,0,3,Regular / Moderate-Value Customers
6230,43,Graduation,Divorced,44421.0,189,9,53,0,5,0,4,Regular / Moderate-Value Customers
7325,28,PhD,Together,38197.0,40,4,86,0,1,0,3,Regular / Moderate-Value Customers
1307,36,Graduation,Divorced,41986.0,63,7,15,0,3,0,4,Low-Value / Low-Engagement Customers
1502,31,Graduation,Together,28427.0,52,5,67,0,2,0,3,Low-Value / Low-Engagement Customers
6211,38,PhD,Together,37395.0,39,4,47,0,1,0,3,Regular / Moderate-Value Customers
843,43,Graduation,Married,64722.0,805,21,47,0,8,2,11,High-Value & Highly Engaged Customers
4174,58,Master,Together,55249.0,130,7,81,0,2,1,4,Regular / Moderate-Value Customers
9757,42,Graduation,Together,84906.0,1631,23,98,3,5,6,12,High-Value & Highly Engaged Customers
6918,25,Graduation,Married,28691.0,34,4,56,0,1,0,3,Low-Value / Low-Engagement Customers
286,62,Graduation,Single,44213.0,152,8,48,0,2,1,5,Regular / Moderate-Value Customers
11086,30,Basic,Single,25707.0,21,4,18,0,1,0,3,Low-Value / Low-Engagement Customers
1921,47,PhD,Married,59062.0,71,5,74,0,2,0,3,Regular / Moderate-Value Customers
4138,52,Graduation,Single,76624.0,899,22,68,1,5,10,7,High-Value & Highly Engaged Customers
7718,67,Master,Together,66000.0,711,9,36,0,1,3,5,High-Value & Highly Engaged Customers
1291,36,PhD,Together,27683.0,351,12,90,0,6,2,4,Regular / Moderate-Value Customers
6862,43,Graduation,Divorced,1730.0,8,0,65,0,0,0,0,Low-Value / Low-Engagement Customers
4136,22,Basic,Single,7500.0,119,7,63,0,3,2,2,Low-Value / Low-Engagement Customers
803,46,Graduation,Together,40521.0,21,3,82,0,0,1,2,Regular / Moderate-Value Customers
4298,41,PhD,Together,20427.0,10,3,63,0,1,0,2,Regular / Moderate-Value Customers
10833,39,Graduation,Married,65106.0,973,24,55,1,8,3,13,High-Value & Highly Engaged Customers
9606,49,PhD,Married,69969.0,1536,12,64,2,4,2,6,High-Value & Highly Engaged Customers
8534,62,Graduation,Married,67433.0,992,24,51,1,6,5,13,Regular / Moderate-Value Customers
5153,47,PhD,Married,77766.0,1529,32,97,1,11,10,11,High-Value & Highly Engaged Customers
961,42,Graduation,Married,74716.0,860,15,92,0,7,3,5,High-Value & Highly Engaged Customers
5011,51,Graduation,Divorced,68118.0,928,21,51,0,8,9,4,Regular / Moderate-Value Customers
6653,44,PhD,Married,55158.0,418,14,72,0,7,2,5,Regular / Moderate-Value Customers
9094,59,2n Cycle,Married,62972.0,587,14,39,0,7,4,3,Regular / Moderate-Value Customers
810,39,Graduation,Married,74190.0,641,17,49,0,4,2,11,Low-Value / Low-Engagement Customers
5493,38,Graduation,Married,39356.0,23,3,21,1,1,0,2,Regular / Moderate-Value Customers
2147,45,Graduation,Together,76653.0,2279,22,91,2,4,7,11,High-Value & Highly Engaged Customers
5107,41,PhD,Divorced,35860.0,49,4,37,1,1,1,2,Regular / Moderate-Value Customers
3979,31,PhD,Divorced,90687.0,1779,16,98,1,6,2,8,High-Value & Highly Engaged Customers
6049,32,Master,Together,73450.0,1804,26,85,2,7,8,11,High-Value & Highly Engaged Customers
8147,54,Graduation,Married,31454.0,48,5,40,0,2,0,3,Regular / Moderate-Value Customers
1857,62,Graduation,Single,47139.0,83,5,2,0,2,1,2,Regular / Moderate-Value Customers
3910,39,Graduation,Divorced,83829.0,1862,17,78,3,4,7,6,High-Value & Highly Engaged Customers
5207,51,PhD,Married,53378.0,793,19,41,0,9,4,6,Regular / Moderate-Value Customers
11114,44,Graduation,Together,19656.0,84,6,94,0,2,1,3,Low-Value / Low-Engagement Customers
5429,66,PhD,Married,45579.0,183,9,10,0,4,1,4,Regular / Moderate-Value Customers
9400,56,2n Cycle,Single,85485.0,1383,18,73,0,6,6,6,High-Value & Highly Engaged Customers
1740,70,Graduation,Married,55956.0,999,14,22,1,7,3,4,High-Value & Highly Engaged Customers
7488,51,Master,Single,64191.0,825,21,30,0,5,3,13,High-Value & Highly Engaged Customers
195,42,Graduation,Single,38808.0,246,10,21,1,5,1,4,Regular / Moderate-Value Customers
635,48,Master,Married,57183.0,610,17,51,0,9,1,7,Regular / Moderate-Value Customers
7527,46,Master,Divorced,23748.0,76,6,97,0,2,1,3,Low-Value / Low-Engagement Customers
10319,43,Graduation,Married,66303.0,1286,18,56,1,3,4,11,Regular / Moderate-Value Customers
2296,39,Master,Married,37368.0,30,3,4,1,1,0,2,Low-Value / Low-Engagement Customers
10637,50,Graduation,Married,40800.0,99,6,77,0,3,0,3,Low-Value / Low-Engagement Customers
2931,36,Graduation,Divorced,71847.0,1192,22,95,1,6,7,9,High-Value & Highly Engaged Customers
907,39,Graduation,Married,46149.0,362,13,36,0,5,1,7,Regular / Moderate-Value Customers
3698,31,Graduation,Together,78687.0,2130,18,13,1,4,6,8,High-Value & Highly Engaged Customers
9516,43,2n Cycle,Divorced,49118.0,1229,26,90,2,9,7,10,High-Value & Highly Engaged Customers
679,57,PhD,Married,37633.0,38,4,49,0,1,0,3,Regular / Moderate-Value Customers
7384,63,Master,Together,39767.0,485,15,18,0,7,1,7,High-Value & Highly Engaged Customers
5043,63,Basic,Married,26997.0,434,11,89,0,4,2,5,Low-Value / Low-Engagement Customers
5267,44,Graduation,Divorced,33986.0,44,4,43,0,1,0,3,Low-Value / Low-Engagement Customers
339,42,PhD,Married,57091.0,496,16,82,1,9,2,5,Regular / Moderate-Value Customers
2516,45,2n Cycle,Married,46831.0,78,5,84,0,1,2,2,Low-Value / Low-Engagement Customers
9010,42,Master,Married,83151.0,2346,22,80,3,5,7,10,High-Value & Highly Engaged Customers
378,43,Graduation,Married,52531.0,794,19,68,0,7,2,10,High-Value & Highly Engaged Customers
4808,58,Graduation,Married,15759.0,17,3,12,0,1,0,2,Low-Value / Low-Engagement Customers
5068,43,Graduation,Single,22804.0,26,4,75,0,2,0,2,Regular / Moderate-Value Customers
7628,41,2n Cycle,Married,43050.0,76,6,10,0,2,0,4,Low-Value / Low-Engagement Customers
7128,37,PhD,Single,42997.0,15,3,91,0,1,0,2,Low-Value / Low-Engagement Customers
2811,51,PhD,Single,48918.0,62,5,21,0,1,0,4,Regular / Moderate-Value Customers
3551,60,Master,Together,60033.0,198,8,28,0,2,1,5,Regular / Moderate-Value Customers
1663,36,PhD,Together,34043.0,49,4,97,0,2,0,2,Low-Value / Low-Engagement Customers
5543,48,Graduation,Together,57811.0,802,20,49,1,7,2,11,Regular / Moderate-Value Customers
1577,68,Graduation,Married,78569.0,1736,14,14,1,4,6,4,High-Value & Highly Engaged Customers
10641,36,Graduation,Single,7500.0,57,6,5,0,2,1,3,Low-Value / Low-Engagement Customers
5336,43,Master,Together,157733.0,59,2,37,0,1,0,1,Regular / Moderate-Value Customers
6024,61,Graduation,Together,94384.0,2302,18,62,3,5,8,5,High-Value & Highly Engaged Customers
1878,29,2n Cycle,Married,23148.0,37,5,83,0,2,0,3,Low-Value / Low-Engagement Customers
3099,44,Graduation,Divorced,44267.0,310,11,48,0,5,2,4,Regular / Moderate-Value Customers
6055,35,Graduation,Married,71626.0,1305,18,94,1,5,5,8,High-Value & Highly Engaged Customers
5841,48,Graduation,Together,60894.0,832,21,61,0,10,3,8,Regular / Moderate-Value Customers
3972,38,Graduation,Together,50200.0,401,13,70,0,7,1,5,Regular / Moderate-Value Customers
4394,49,PhD,Married,81051.0,1501,22,43,2,5,5,12,High-Value & Highly Engaged Customers
5758,32,Graduation,Married,65169.0,1189,27,23,4,10,4,13,High-Value & Highly Engaged Customers
6658,42,Graduation,Together,59868.0,1194,25,37,0,11,2,12,High-Value & Highly Engaged Customers
4603,54,PhD,Married,65695.0,656,19,50,0,5,4,10,Regular / Moderate-Value Customers
8427,58,Master,Single,64857.0,1540,22,78,0,7,5,10,High-Value & Highly Engaged Customers
10260,49,Master,Together,45143.0,311,12,74,0,6,1,5,Regular / Moderate-Value Customers
7143,59,2n Cycle,Together,74805.0,820,21,14,0,4,7,10,High-Value & Highly Engaged Customers
8789,25,2n Cycle,Married,59060.0,274,11,77,0,3,1,7,Low-Value / Low-Engagement Customers
6197,52,PhD,Single,27238.0,57,6,39,0,3,0,3,Regular / Moderate-Value Customers
4554,49,Graduation,Together,47009.0,448,13,89,0,3,2,8,Regular / Moderate-Value Customers
4937,41,2n Cycle,Married,46094.0,44,4,62,0,1,0,3,Low-Value / Low-Engagement Customers
1920,42,Graduation,Married,40321.0,102,6,59,0,3,0,3,Regular / Moderate-Value Customers
8749,30,Graduation,Together,37235.0,61,4,68,0,1,1,2,Low-Value / Low-Engagement Customers
1650,54,Master,Married,81843.0,1643,26,13,0,5,9,12,High-Value & Highly Engaged Customers
10377,56,Master,Together,46692.0,397,12,37,0,6,1,5,Regular / Moderate-Value Customers
9206,46,Graduation,Together,77382.0,1121,24,36,1,5,7,12,High-Value & Highly Engaged Customers
10971,37,Graduation,Single,37774.0,473,12,28,1,7,2,3,Regular / Moderate-Value Customers
6398,40,Basic,Married,18393.0,50,6,2,0,3,0,3,Low-Value / Low-Engagement Customers
9212,52,Master,Married,72828.0,1678,22,17,0,6,3,13,High-Value & Highly Engaged Customers
7937,32,Graduation,Married,24711.0,58,6,86,0,3,0,3,Low-Value / Low-Engagement Customers
839,39,PhD,Married,45503.0,170,8,54,0,3,1,4,Regular / Moderate-Value Customers
4246,32,Master,Single,6560.0,373,2,2,0,1,0,1,Low-Value / Low-Engagement Customers
158,69,PhD,Together,71604.0,1196,16,3,1,8,3,5,High-Value & Highly Engaged Customers
4832,35,Graduation,Married,27244.0,101,6,84,0,2,2,2,Low-Value / Low-Engagement Customers
5621,45,Graduation,Married,48752.0,316,12,8,0,6,1,5,Low-Value / Low-Engagement Customers
1945,52,Graduation,Married,71434.0,1400,18,4,2,7,4,7,High-Value & Highly Engaged Customers
5147,66,Graduation,Single,90842.0,1424,26,57,0,4,9,13,High-Value & Highly Engaged Customers
2535,36,Master,Married,88097.0,844,19,24,3,6,5,8,High-Value & Highly Engaged Customers
11039,39,Graduation,Married,51948.0,311,11,51,0,5,2,4,Low-Value / Low-Engagement Customers
9495,32,Graduation,Together,71853.0,1149,16,29,0,2,8,6,High-Value & Highly Engaged Customers
9635,31,Master,Married,35876.0,129,7,13,0,3,1,3,Regular / Moderate-Value Customers
2173,62,Graduation,Widow,40049.0,32,4,23,0,1,0,3,Low-Value / Low-Engagement Customers
942,32,Graduation,Single,39660.0,299,11,36,0,7,1,3,Regular / Moderate-Value Customers
9386,52,Graduation,Together,50127.0,320,12,88,1,5,1,6,Regular / Moderate-Value Customers
5510,37,Master,Married,43263.0,441,13,2,0,5,2,6,Regular / Moderate-Value Customers
873,65,Master,Married,62845.0,1178,17,3,1,3,4,10,Regular / Moderate-Value Customers
2253,24,Graduation,Married,18929.0,85,5,15,0,1,0,4,Low-Value / Low-Engagement Customers
5181,32,Basic,Single,24367.0,24,3,58,0,1,0,2,Low-Value / Low-Engagement Customers
979,39,Graduation,Single,33249.0,112,6,11,0,2,1,3,Low-Value / Low-Engagement Customers
10390,55,2n Cycle,Married,26887.0,30,4,27,0,1,0,3,Low-Value / Low-Engagement Customers
4698,31,PhD,Married,50150.0,410,14,32,0,5,2,7,Low-Value / Low-Engagement Customers
7793,38,Graduation,Together,62061.0,800,21,12,1,10,4,7,Regular / Moderate-Value Customers
1745,52,PhD,Divorced,85696.0,1313,19,88,0,4,6,9,High-Value & Highly Engaged Customers
10590,58,PhD,Together,76542.0,1483,22,91,0,4,8,10,High-Value & Highly Engaged Customers
5080,21,Graduation,Single,70515.0,1258,16,12,0,6,6,4,High-Value & Highly Engaged Customers
8369,27,Graduation,Together,18227.0,28,3,21,0,0,1,2,Low-Value / Low-Engagement Customers
5232,49,Graduation,Married,69139.0,227,10,23,0,4,1,5,Regular / Moderate-Value Customers
2407,32,Graduation,Married,69109.0,1555,19,10,1,6,6,7,High-Value & Highly Engaged Customers
3834,52,Graduation,Single,69627.0,861,21,35,0,8,2,11,High-Value & Highly Engaged Customers
7912,36,Graduation,Married,38136.0,103,6,69,1,3,1,2,Low-Value / Low-Engagement Customers
7712,68,PhD,Single,62159.0,634,18,68,0,6,2,10,High-Value & Highly Engaged Customers
1065,51,Graduation,Single,80695.0,1918,18,85,0,5,8,5,High-Value & Highly Engaged Customers
7275,43,Master,Single,33316.0,131,7,34,0,2,1,4,Regular / Moderate-Value Customers
1343,46,Graduation,Together,58554.0,586,16,55,0,8,2,6,Regular / Moderate-Value Customers
1384,22,Basic,Married,17256.0,62,5,10,1,2,1,2,Low-Value / Low-Engagement Customers
9967,40,Graduation,Divorced,53034.0,447,14,30,0,6,1,7,Regular / Moderate-Value Customers
6181,64,2n Cycle,Together,52203.0,939,26,36,0,8,7,11,High-Value & Highly Engaged Customers
10507,37,2n Cycle,Divorced,59601.0,797,11,14,1,2,2,7,Regular / Moderate-Value Customers
2674,56,Master,Single,75154.0,1143,15,79,0,6,3,6,High-Value & Highly Engaged Customers
2698,38,Graduation,Single,47025.0,415,14,52,0,6,3,5,Regular / Moderate-Value Customers
3231,41,Graduation,Married,37971.0,30,4,97,0,1,0,3,Low-Value / Low-Engagement Customers
4096,46,Master,Divorced,41335.0,187,9,24,0,4,1,4,Regular / Moderate-Value Customers
10476,56,Graduation,Married,67267.0,251,10,0,0,3,2,5,Regular / Moderate-Value Customers
5948,39,Graduation,Single,57338.0,237,10,96,0,4,1,5,Regular / Moderate-Value Customers
9140,54,2n Cycle,Together,50523.0,91,6,89,0,2,0,4,Regular / Moderate-Value Customers
10258,49,Master,Single,35791.0,35,4,94,0,1,0,3,Regular / Moderate-Value Customers
5675,54,PhD,Divorced,50611.0,493,16,98,1,4,5,7,Regular / Moderate-Value Customers
4743,45,PhD,Married,56242.0,971,23,72,0,8,4,11,Regular / Moderate-Value Customers
8805,54,Graduation,Single,48904.0,371,13,1,0,7,2,4,Regular / Moderate-Value Customers
1542,39,Graduation,Single,56243.0,396,14,26,0,4,2,8,Regular / Moderate-Value Customers
6770,29,Graduation,Married,21355.0,68,5,5,1,2,1,2,Low-Value / Low-Engagement Customers
8773,43,Master,Together,57420.0,322,12,22,1,5,1,6,Regular / Moderate-Value Customers
10475,44,Master,Together,51373.0,317,12,39,0,4,2,6,Regular / Moderate-Value Customers
10420,59,Master,Divorced,46390.0,222,9,56,0,4,2,3,Regular / Moderate-Value Customers
7514,58,2n Cycle,Together,54342.0,177,8,74,0,3,1,4,Regular / Moderate-Value Customers
2902,56,Graduation,Together,51373.0,45,4,87,0,1,0,3,Regular / Moderate-Value Customers
4345,50,2n Cycle,Single,51373.0,21,3,49,0,1,0,2,Low-Value / Low-Engagement Customers
793,41,Graduation,Married,20895.0,45,5,24,0,2,0,3,Low-Value / Low-Engagement Customers
10909,66,Graduation,Married,92344.0,1899,20,9,2,5,10,5,High-Value & Highly Engaged Customers
3769,42,PhD,Together,51373.0,42,4,17,0,1,0,3,Regular / Moderate-Value Customers
8702,38,2n Cycle,Together,26907.0,22,4,10,0,1,0,3,Low-Value / Low-Engagement Customers
4791,34,Graduation,Together,44964.0,41,4,35,0,1,0,3,Regular / Moderate-Value Customers
2963,35,Graduation,Together,75507.0,1440,20,56,0,8,6,6,High-Value & Highly Engaged Customers
